Job Role ID,Job Role Title,Job Role Description,Job Role Identifier,Job Role Skills and Experience,Job Role Created Date,Job Role Modified Date,CLIENT_NAME,CLIENT_REGION
81,Residential Care Worker,"The Residential Care Worker is responsible for the provision of a consistent, safe, secure and supportive living and learning environment for Children and Young People under the Guardianship and Custody of the Minister.",RCW,"A minimum Certificate IV in Child, Youth & Family Intervention or Certificate IV in Community Services Work or must obtain qualification within 12 months of starting the role 
 Experience in working with families and/or children 
 Knowledge of Child Safe Environments, Mandated Reporting and understanding of basic child development principles, childcare principles and family dynamics 
 Highly effective negotiation and communication skills in managing challenging and confronting situations and behaviours
 Demonstrated ability to work autonomously with minimal supervision 
 Demonstrated ability to work under pressure and organise a workload accordingly
 Good ability in using Information Technology and Microsoft Office programs",2026-05-25 01:00:52+00:00,2026-06-16 00:48:07+00:00,cccsa,SYD
57,Volunteer Home Visitor,"FUNCTIONS OF THE ROLEThe Social Connections Program provides friendship and social connection to older people who may be experiencing loneliness or isolation. Volunteer Home Visitors are matched with clients and provide regular visits, offering companionship and meaningful social interaction. ROLES AND RESPONSIBILITIES Duties and TasksConduct regular visits with a matched client at their home or agreed location.Provide companionship through conversation and shared activities.Maintain consistent communication with the client regarding visits.Advise Volunteer Coordinators of any changes, concerns or issues.ResponsibilitiesComply with RangeCare policies and Code of Conduct.Maintain confidentiality at all times.Communicate respectfully and professionally.Follow health and safety practices for home visits.Respect role boundaries and refer additional support needs to RangeCare.",PD-V007,"Compulsory RequirementsCurrent Disability Worker Screening clearance.Friendly, warm and compassionate approach.Ability to listen actively and build rapport.Desired SkillsUnderstanding of the needs of older adults.Ability to build positive relationships and connection.",2025-10-24 03:59:30+00:00,2026-05-20 00:40:29+00:00,rangecare,SYD
20,Clinical Practitioner,The Clinical Practitioner provides professional and client focused therapeutic services to individuals couples children and families experiencing emotional psychological and relationship challenges. The role supports clients to set goals build coping and communication skills and promote positive behavioural change and improved mental wellbeing. The Clinical Practitioner delivers high quality services in line with professional standards legislative requirements and Centacare values while contributing to collaborative practice accurate documentation and ongoing professional development.,CWOCLINS05,"•    Accredited education and training in psychology, social work, counselling, mental health or a similar discipline leading to a professional qualification that is recognised in Australia•    Membership with a relevant professional body (such as AASW, APHRA, PACFA)•    Experience and skills in provision direct of clinical services. Demonstrable experience in working with children, adolescents, and adults to address issues such as emotional and psychological trauma, anxiety, depression, life-stage issues, behavioural problems etc. •    Demonstrable ability in implementing intervention strategies based on sound theoretical frameworks. •    Experience and demonstrable skills in running group programmes with early intervention and wellbeing promotion focus •    Demonstrable experience and ability in liaising and working with stakeholders such as referring agencies•    Skills and experience in psychometric assessment of children •    Experience in working with couples and families within a relationship framework •    Skills and experience in psychosocial assessment, case formulation, and intervention planning•    Willingness to work within the Catholic identity and ethos of the organisation",2026-02-12 04:30:14+00:00,2026-04-24 05:13:45+00:00,centacarecwo,SYD
155,Applications Support Administrator,,Applications Support Administrator,,2025-11-14 06:22:00+00:00,2025-11-14 06:22:00+00:00,opp,GOV
64,General Manager,"The General Manager oversees the Manufacturing Teams performance, driving business growth and delivering on financial targets for the Australian region. This position contributes to and executes strategic plans aligning with the owners vision, while cultivating an environment of creativity, innovation, and continuous improvement. They will also facilitate and oversee the digital transformation of the business, leveraging industry 4.0 and 5.0 advancements and ensuring that the business is at the forefront of the industrys technological trajectory.

Duties and responsibilities include:


	Direct the performance of the Australian manufacturing teams, ensuring effectiveness and productivity.
	Develop and implement robust growth strategies, focusing on enhancing productivity, capability and improving quality.
	Spearhead the digital transformation of the business in alignment with industry 4.0 and 5.0 frameworks.
	Establish, implement, and maintain company policies and procedures.
	Manage HR systems and processes, including people development, performance management and succession planning.
	Ensure regulatory compliance with OHS, Quality, and Environmental standards and manage regulatory body relationships.
	Provide leadership and strategic direction to drive business growth.
	Facilitate professional development opportunities and coaching for team members.
	Act as a primary point of escalation and company representative for major projects.
	Collaborate with the Consultancyand Operations teams to achieve business targets.
	Lead the Manufacturingteam in supporting project timelines and addressing operational issues.",General Manager,"At least 15 years of leadership experience in a manufacturing or related industry, preferably within the art or creative sector.
	Proven strategic planning, financial planning, and budgeting skills.
	Comprehensive understanding of modern manufacturing techniques and digital transformation, including industry 4.0 and 5.0.
	Ability to thrive in a fast-paced environment, managing multiple priorities while focusing on strategic objectives.
	Experience in HR systems and processes, quality control, and environmental compliance.
	High ethical standards, accountability, and commitment to transparency.
	Excellent communication and interpersonal skills to foster relationships across all levels.
	Experience leading and managing a multi-disciplinary team to achieve business objectives.
	Outstanding commercial skills and business acumen.
	Passion for art and its societal role, and resilience to handle pressure in a growing business.
	A commitment to continuously improving processes and practices in alignment with industry trends and standards.",2026-06-24 01:55:46+00:00,2026-06-24 01:55:46+00:00,uapcompany,SYD
86,Travel & Administration Officer,"The Travel & Administration Officer at Mornington Shire Council plays a crucial role in managing travel arrangements and providing comprehensive administrative support to ensure the smooth operation of the Council's activities.Key Responsibilities:Coordinate and manage all travel bookings for staff, including flights, accommodation, and ground transportation.Develop and maintain relationships with travel service providers to negotiate competitive rates and ensure quality service delivery.Assist in the preparation of travel itineraries and provide pre-travel briefings to staff regarding policies and procedures.Manage the administration of travel-related documentation, ensuring compliance with Council policies and relevant regulations.Monitor travel budgets, track expenditures, and prepare financial reports related to travel activities.Provide general administrative support including scheduling meetings, managing correspondence, and maintaining records.Assist with event planning logistics such as venue selection, catering arrangements, and materials preparation for workshops or conferences.Liaise with various departments within the Council to ensure effective communication regarding travel needs and administrative tasks.This position requires a detail-oriented individual who can handle multiple tasks efficiently while maintaining a high level of professionalism. The successful candidate will contribute significantly to enhancing operational efficiency within the Mornington Shire Council through effective management of travel logistics and administrative support functions.",Travel & Administration Officer-Stream A-Level 3-4,"Required skillsExcellent organisational and time management skillsStrong communication and interpersonal abilitiesProficient in Microsoft Office Suite (Word, Excel, PowerPoint, Outlook)Attention to detail and accuracy in documentationAble to manage multiple tasks and prioritise effectivelyKnowledge of travel booking systems and proceduresAbility to work independently as well as part of a teamProblem-solving skills with a proactive approachRequired experiencesPrevious experience in an administrative or travel coordination roleExperience managing travel logistics for employees or teamsFamiliarity with budget management and financial reporting processesExperience in liaising with external vendors and service providersA track record of providing excellent customer service supportExperience working within a local government or public sector environment is desirableDiverse experience in event planning or coordination is an advantage",2025-04-10 01:57:47+00:00,2026-07-02 00:08:55+00:00,mornington,SYD
113,Senior Accounts Receivable Officer,"PurposeThis position is responsible for ensuring accounts receivable and credit control functions are performed efficiently and effectively in accordance with company policies, procedures and accounting standards.Responsibilities Cash Management  Perform accurate daily bank statement reconciliations.Advise relevant staff (e.g., salesperson) of payments received. Entering daily cashbook transactions to Equip for: Vehicle receipts Debtor receipts Sundry receipts  Liaise with relevant staff/debtors regarding to unknown money received.  Credit Control/Trade Debtor Management  Review & process all customer credit applications including variations to existing customer accounts. Maintain and manage outstanding debtor accounts and take the appropriate recovery action for overdue debtors.For accounts exceeding 90 days and older, work with the branches to recover the debt, and if required forward details to external debt collectors. Distribute Debtor Ageing report to Branch Managers monthly.Ensuring all Credit Control policies are adhered to, including restricting further credit to debtors with overdue invoices. Prepare monthly Credit Control report of debtor status, risks and mitigation plan. Monthly reconciliation of accounts receivable ledger balancing to sub-ledger.Process monthly interest charges to overdue debtors.Distribute monthly debtor statements, invoices & reminders.Prepare Debtor Refunds as required. Other Assists in annual audits, ad-hoc tasks and special projects as directed. Participate in year-end stock take. Perform, as directed, other duties that are within the limits of the incumbents’ skill, competence, and training. ",Senior Accounts Receivable Officer,"Qualifications & Experience Understands accounting fundamentals such as debits, credits, accounts receivable, accounts payable, and budgets Ability to use standard desktop applications such as Microsoft Office, Microsoft Word, and Microsoft Outlook. Knowledge of accounting systems Be an effective communicator, highly organised with effective time management and have strong teamwork skills. Professional qualification in Accounting/Business discipline preferred. ",2025-09-03 00:41:08+00:00,2026-05-26 05:22:22+00:00,emmetts,SYD
19,Psychologist,The Psychologist provides professional psychological assessment and therapeutic services to individuals couples children and families. The role supports clients to build coping skills promote positive behavioural change and improve mental health and wellbeing while delivering high quality evidence based services aligned with professional standards legislative requirements and Centacare values.,CWOCLINS04,"●    Accredited education and training in psychology●    Membership with a relevant professional body (such as AHPRA, APS)●    Experience and skills in the provision of direct clinical services●    Skills and experience in psychosocial assessment, case formulation, and intervention planning●    Demonstrable ability in implementing intervention strategies based on sound theoretical frameworks●    Experience in working with individuals, couples and families within a systemic framework●    Experience and demonstrable skills in running group programmes with early intervention and wellbeing promotion focus ●    Demonstrable experience and ability in liaising and working with stakeholders such as referring agencies●    Willingness to work within the Catholic identity and ethos of the organisation",2026-02-12 04:30:14+00:00,2026-04-24 05:11:30+00:00,centacarecwo,SYD
1,Accommodation & Commercial Officer,"The Accommodation Commercial Officer plays an important role at the Great Ocean Road Authority, responsible for managing accommodation services and commercial operations to enhance visitor experiences and support the overall objectives of the organisation.This position includes a variety of responsibilities, which may involve:Oversight of accommodation facilities, ensuring they meet operational standards and provide an exceptional guest experience.Developing and implementing strategies to promote accommodation offerings and optimise occupancy rates.Managing relationships with external partners, stakeholders, and local businesses to foster collaboration and enhance commercial opportunities.Conducting market research to identify trends, assess competitor offerings, and inform pricing strategies.Monitoring financial performance related to accommodation services, including budgeting, forecasting, and reporting on key performance indicators.Coordinating marketing initiatives that effectively promote accommodation options through various channels.Ensuring compliance with relevant regulations and policies pertaining to health, safety, and environmental standards in all accommodation operations.The Accommodation Commercial Officer will also be tasked with collecting feedback from guests to continuously improve services offered while promoting sustainability practices within the organisation. The successful candidate will play a vital role in supporting the Great Ocean Road Authority's vision of being a leading destination for visitors seeking unique experiences along one of Australia’s most iconic coastal routes.",Accommodation & Commercial Officer,"Required skills:Strong communication and interpersonal skillsProficiency in contract negotiation and managementExcellent organisational and time management abilitiesFinancial acumen, including budgeting and financial reportingAbility to work collaboratively with diverse stakeholdersProficient in Microsoft Office Suite and relevant property management softwareProblem-solving skills with a proactive approach to challengesRequired experiencesA minimum of 3 years’ experience in accommodation or commercial property managementExperience in developing and implementing operational strategiesDemonstrated experience in managing vendor relationships and service contractsExperience in conducting market research and analysis for commercial opportunitiesA track record of successfully managing projects from inception to completionPrevious roles within the tourism or hospitality sector would be advantageous.",2025-10-10 06:49:41+00:00,2026-03-24 03:26:25+00:00,gora,SYD
50,Expressions of interest,"As an Expressions of Interest position, your role will involve indicating your interest in a particular job or project. This may involve submitting a resume, cover letter, or other documents to demonstrate your qualifications and experience. Additionally, you may be required to complete an application form, attend an interview, or provide references to support your candidacy for the position.",EOI,"You can have working hours that fit your schedule
	You can have access to formal in-person and online training
	You can develop genuine connections with the people you help


Successful applications will be subject to a police background check.",2024-10-07 04:29:31+00:00,2026-04-21 04:45:52+00:00,csmgold2,SYD
