Job Role ID,Job Role Title,Job Role Description,Job Role Identifier,Job Role Skills and Experience,Job Role Created Date,Job Role Modified Date,CLIENT_NAME,CLIENT_REGION
135,Senior Ranger - DAP,"Position Purpose:In consultation with the Coastal Operations leadership team, the Senior Ranger – Reserves, will prioritise, plan and lead the implementation of a broad range of projects that protect and enhance the environmental and cultural values across the Great Ocean Road region and GORCAPA's management estate, whilst maintaining a positive and safe visitor experience for all.This is a diverse, hands-on role that will work collaboratively with other Rangers to implement a range of projects.",Senior Ranger - DAP,"Knowledge, Skills & Experience:Relevant tertiary qualification in Environmental Science/Natural Resource Management (or equivalent) and/or relevant field experienceGeneral Firefighter and Crew Leader qualification or higher such as Operations Officer or Planned Burn Operations Officer (desirable)A current Manual driver’s licenceWorking with Children CheckFirst Aid Certificate Level 2 and CPR ",2025-10-10 06:49:47+00:00,2026-03-06 01:04:07+00:00,gora,SYD
3,Storeperson,Handle all deliveries to the company and dispatch goods to their destinations,Storeperson,"Forklift licence,  warehouse safety, warehouse processes",2025-07-18 00:06:52+00:00,2025-07-18 00:06:52+00:00,yokohama,SYD
6,Assistant Accountant - Group,To perform a range of accounting and support activities within the Shared Services Finance team.,Assistant Accountant - Group,"A thorough understanding of accounting concepts.
Previous financial accounting systems experience (SAP advantageous) and an intermediate to high level of ability in Excel.
Minimum of 3 years relevant (size more than 50 employees) payroll experience. 


QUALIFICATIONS AND TRAINING
 A minimum of 5 years general accounting experience
 Relevant tertiary or business qualifications (Accounting Technician preferred but not required)",2026-03-15 22:46:28+00:00,2026-03-15 22:46:28+00:00,eastland,SYD
2,Accommodation Relief Manager,"The Accommodation Relief Manager will play a crucial role in overseeing the operations of various accommodation facilities along the Great Ocean Road. This casual position requires an adaptable and proactive individual who can manage multiple responsibilities effectively while ensuring high standards of guest satisfaction.Key Responsibilities:Oversee daily operations of accommodation facilities, ensuring they meet quality and service standards.Manage staff schedules and provide support to team members during peak periods.Address guest inquiries, complaints, and feedback promptly to maintain a positive experience.Assist in the implementation of operational policies and procedures to enhance efficiency.Conduct regular inspections of facilities to ensure cleanliness, safety, and compliance with regulations.Collaborate with maintenance teams to address any urgent repairs or issues that may arise.Maintain accurate records related to bookings, occupancy rates, and financial transactions.Support marketing efforts by promoting accommodation offerings through various channels.This role demands excellent communication skills, strong leadership abilities, and a commitment to delivering exceptional service in a dynamic environment. The Accommodation Relief Manager will be expected to adapt quickly to changing situations while fostering a collaborative atmosphere among team members.",Accommodation Relief Manager,"Required skills:Excellent communication and interpersonal skills to effectively interact with guests, staff, and stakeholders.Strong organisational and time management abilities to handle multiple tasks efficiently.Proficiency in conflict resolution and problem-solving techniques.Knowledge of health and safety regulations relevant to the accommodation industry.Ability to work independently as well as part of a team.Competence in using property management systems and basic computer applications.Required experiences:A minimum of 2 years’ experience in a managerial or supervisory role within the hospitality or accommodation sector.Demonstrated experience in guest services, with a focus on customer satisfaction.Experience in managing budgets and financial reporting for accommodation operations.Previous involvement in training and mentoring staff members.Experience working in a fast-paced environment, particularly during peak periods.",2025-10-10 06:49:41+00:00,2026-03-11 00:42:11+00:00,gora,SYD
34,Sales Operations Tier 2,"The **Sales Operations Tier 2** role at Company Name is pivotal in supporting the sales team to enhance efficiency and drive revenue growth. This position focuses on optimising sales processes, managing data integrity, and ensuring seamless communication between departments. Key responsibilities include:Assisting in the development and implementation of sales strategies that align with company objectives.Analysing sales data to identify trends, opportunities for improvement, and areas of concern.Providing timely support to the sales team by resolving queries related to tools, systems, and processes.Coordinating with marketing, finance, and product teams to ensure alignment on initiatives that impact sales.Maintaining accurate records within CRM systems and ensuring data integrity across platforms.Training new hires on sales processes and tools to ensure a smooth onboarding experience.Creating reports and dashboards that provide insights into sales performance metrics for management review.Facilitating communication between field representatives and headquarters to streamline operations.Participating in regular meetings with stakeholders to report on progress, challenges, and solutions.This role demands a proactive individual who can effectively handle multiple tasks while maintaining a high level of detail. The successful candidate will thrive in a fast-paced environment and contribute significantly to the overall success of the sales department.",SO002,"Required skillsProficient in CRM software and sales analytics toolsStrong analytical and problem-solving skillsExcellent communication and interpersonal abilitiesDetail-oriented with strong organisational skillsAdept at project management and multitaskingAbility to work collaboratively in a team environmentProficiency in Microsoft Office Suite, particularly ExcelRequired experiencesA minimum of 3 years' experience in sales operations or a related fieldExperience in data analysis and reporting within a sales contextDemonstrated ability to support sales teams with operational processesFamiliarity with sales methodologies and best practicesPrevious experience collaborating with cross-functional teams, such as marketing and financeTrack record of improving sales processes or efficiencies within an organisation",2026-02-17 02:55:14+00:00,2026-06-23 04:12:41+00:00,elmotrainingteam,SYD
47,Indigenous Knowledge Officer,"The Indigenous Knowledge Officer at Mornington Shire Council plays a vital role in preserving and promoting the rich cultural heritage and knowledge of Indigenous communities within the region. This position is essential for fostering respectful relationships between Indigenous peoples and the broader community, ensuring that traditional knowledge is recognised and integrated into local governance, policy-making, and community development initiatives.Key Responsibilities:Engage with Indigenous communities to gather, document, and share traditional knowledge, practices, and stories.Collaborate with various stakeholders including local government departments, educational institutions, and community organisations to promote awareness of Indigenous culture.Develop programs and workshops that educate the wider community about Indigenous history and cultural practices.Advocate for the incorporation of Indigenous perspectives in council policies and decisions affecting local land use and environmental management.Facilitate dialogue between Indigenous representatives and council members to ensure that cultural considerations are respected in all council activities.Conduct research on Indigenous traditions, languages, and heritage to support program development.Create resources such as reports, educational materials, and online content that highlight Indigenous knowledge systems.This position demands a deep respect for Indigenous cultures alongside strong communication skills to effectively engage with diverse audiences. The successful candidate will be passionate about fostering reconciliation efforts while supporting the empowerment of Indigenous communities through their invaluable knowledge systems.",Indigenous Knowledge Officer - Stream A - Level 2-3,"Required skillsStrong understanding of Indigenous cultures, traditions, and languages.Excellent communication and interpersonal skills to engage with diverse stakeholders.Research skills to gather and analyse information related to Indigenous knowledge.Ability to work collaboratively within a team and with Indigenous communities.Proficiency in project management and organisational skills.Required experiencesA minimum of 3 years' experience working within Indigenous affairs or community development roles.Experience in developing and implementing programs that support Indigenous knowledge systems.Demonstrated involvement in community engagement initiatives with Aboriginal and Torres Strait Islander peoples.Previous experience in policy development or advocacy related to Indigenous rights and interests.Familiarity with local government processes and frameworks relevant to Indigenous communities.",2025-04-10 01:57:45+00:00,2026-07-01 05:12:15+00:00,mornington,SYD
139,Finance Business Partner,"Purpose The position of Finance Business Partner is responsible for managing operational accounting and administrative activities in accordance with dealership policies, procedures, and requirements; including the preparation of financial reports and summaries to support the business.  Working as a Finance Business Partner, you will ensure there is integrity and robustness of the accounting processes which are implemented, reviewed and maintained. You will be responsible for implementing systems to make certain the business and regulatory requirements are completed within the specific timelines.  Responsibilities  Coordinate and develop the annual budget and forecasts and variance reports in consultation with Branch Managers, the Senior Leadership team and the Finance Manager for presentation to the Board and key stakeholders. Oversee the primary accounting systems including Equip, Prophix reporting and any future finance and reporting systems.  Ensure all systems and controls are in place and operating; transaction processing is accurate, complete and on a timely basis and reconciliations are completed in a timely manner Preparation of returns to the tax regulators and others as required Assume responsibility for determination of the impact of “tax effect accounting” and Right of Use reporting on leased assets, Oversee the month-end and year-end closure processes Ensure the Fixed Asset register and associated depreciation schedules are up to date and form a complete record Assist in stocktakes to ensure physical inventory and other assets are accurately represented in the accounting and dealer systems Prepare in conjunction with the Finance Manager and external accountants audited statutory accounts (including consolidations) for the regulators and “key stakeholders”. Liaise with the external auditors to ensure to ensure smooth information flows to assist with the completion of audits on a timely and cost-effective basis.  Manage and comply with local, state, and federal government reporting requirements and tax filings Develop and document business processes and accounting policies to maintain and strengthen internal controls Analyses company operations to identify opportunities for reduction of expenses Additional duties as necessary ",Finance Business Partner,"Qualifications & Experience  5 to 7+ years' experience in financial management or accounting Knowledge of financial principles required for budgeting and strategic planning Understands financial statements, cash flow, and key financial ratios Understands the integrated systems of internal control and the relationship to disclosure and financial reporting Proficient with accounting systems and in AASB regulations as part of corporations law Bachelors Degree in an Accounting/Finance/Business discipline or equivalent experience required.   CPA / ICA or similar other recognized designation    Essential: Current Driver’s License Ability to use standard computer load applications and internet functions A proven ability to build strong client relationships A proven ability to achieve and exceed set targets ",2025-09-03 00:41:09+00:00,2026-05-26 05:22:22+00:00,emmetts,SYD
52,Bishop,"The the role of the Bishop, along with fulfilling the responsibilities of a Priest, is to:
Teach - A bishop is the principal teacher in his diocese and has a responsibility to preach the Word of God to his people. He must ensure that those delegated to teach in his name, namely priests, teachers, catechists and others, teach the truth.
Govern - This refers to meeting the needs of the local community (material, social, personal and spiritual) as well as ensuring that church laws are observed. He is ultimately responsible for training and supplying priests for parishes, for the finances of the diocese and for all church property. A bishop has the power to make church laws, be a judge in church matters and to enforce observance of these laws. These laws generally relate to worship, preaching, administration of the sacraments, safeguarding the faith and morals of the faithful and religious instruction.
Sanctify - A bishop is responsible for ensuring that the sacraments are administered and has the special authority to ordain priests and to confirm. It is usually the case, then, for a bishop to ordain the priests who are to serve in his diocese and to travel around the diocese and administer the Sacrament of Confirmation. He must also ensure that Mass is celebrated in the diocese every Sunday and on major feast day",JOBR01,"•	Master of Divinity (M.Div.) or equivalent theological degree
•	Fluency in additional languages, particularly Latin or languages prevalent in the parish community (desirable)
•	Experience in pastoral counseling or social work
•	Strong public speaking and communication skills
•	Ability to manage administrative tasks and church infrastructure
•	Demonstrated leadership abilities
•	Ordination as a Catholic Priest by the appropriate ecclesiastical authority
•	Ordination as a Catholic Bishop by the appropriate ecclesiastical authority
•	Completion of a seminary program or theological education
•	Deep commitment to the Catholic faith and adherence to its teachings
•	Capability to live a celibate lifestyle in accordance with church doctrine
•	Willingness to be relocated if needed by the diocese
•	Strong interpersonal skills and compassion
•	Physical and emotional stamina to meet the demands of pastoral care
•	Proficiency in conducting liturgical services and administering sacraments",2025-01-09 23:54:30+00:00,2026-03-12 22:51:42+00:00,rokcatholic,SYD
133,Security Guard,"As a Security Guard, you will be responsible for ensuring the safety and security of a specific location. You will monitor and control access to the location, respond to emergencies, and report any incidents to appropriate authorities. You will be required to maintain a high level of professionalism and customer service.",SECG,"Observation skills: A good security guard should be observant and able to pay close attention to their surroundings to detect any potential threats or suspicious activity.
	Communication skills: Effective communication is essential in security, as guards need to be able to communicate clearly and quickly with other guards, law enforcement, and the public.
	Physical fitness: Security guards must be physically fit and able to stand, walk, and patrol for extended periods of time.
	Problem-solving skills: Security guards must be able to think quickly and respond effectively in emergency situations.
	Knowledge of security procedures: A good security guard should have a thorough understanding of security procedures, such as how to handle emergencies, check identification, and maintain secure access control.
	Attention to detail: Security guards must pay close attention to detail to detect potential security risks or breaches.
	Customer service skills: Security guards often interact with the public, so good customer service skills are essential.
	Ability to work independently and in a team: Security guards may work alone or in a team, so they need to be able to work independently as well as collaboratively with others.
	Conflict resolution skills: Security guards may need to resolve conflicts, such as disagreements between individuals or groups, so they should have good conflict resolution skills.
	Knowledge of technology: Security guards may need to operate security equipment, such as cameras or access control systems, so they should have a basic understanding of technology.",2024-10-07 04:29:34+00:00,2026-04-21 04:45:52+00:00,csmgold2,SYD
227,"Assistant State Manager, Victoria and Tasmania","Role purposeThe Assistant State Manager is responsible for supporting the State Manager to build a connected community in their State or Territory. They will apply their expert knowledge of governance, and governance principles, to drive impact and engagement, through membership growth, value creation and market share across all AICD products and services.Alongside the State Manager, the Assistant State Manager will be the face of the AICD in their State or Territory and a key source of insight and support and will be the principal management representative on the ground for their respective Council and Committees and a key contact for Members. They will assist the State Manager in providing guidance for local staff, driving cultural alignment and a collaborative one team culture.Key responsibilitiesDivision Council and Building Strong Local relationshipsBe main contact for the local Divisional Council, and the face of the AICD for local political and chamber relationships.Provide effective oversight and management support of their Divisional Council/Committee. The oversight of Council minutes and paper preparation including the management report to Division Councils.Facilitate council elections in conjunction with the State Manager, and the smooth induction of new council members.Ensure any pre-approved media representation and interaction is within agreed topic areas and in alignment with the AICD media policy and related frameworks.Ensure effective compliance and governance exists in their State or Territory.Undertake administration in support of Divisional Council and Local relationships.Support Divisional Council in the completion of their Annual Governance ReportMember and Client Relationships MembersProvide senior leadership and representation for members within the designated state or territory.Continually identify and drive initiatives to improve the member experience locally.Cultivate positive interactions and build trusted long-term relationships with members, developing a strong local network that drives membership growth in their state or territory.Support the development of local strategies to drive membership growth.B2B ClientsContribute to the development of local strategies that increase the AICD’s presence in the business, Government and Not for Profit community within their State or Territory.Provide relevant state or territory market insights to the B2B team in order to drive sector opportunities.Proactively seek opportunities to increase B2B revenue and market share.Build and maintain client relationships throughout their journey as required and in collaboration with Divisional Council and the B2B team.Ensure the collection, input, and evaluation of data to ensure outcomes are accurately measured.Education and PolicyMaintain an understanding of all of AICD’s Education products and other service offerings.Ensure a knowledge of the AICD’s public policy stance in order to effectively communicate this locally.EventsDrive impact and engagement through support of the AICD national and local events program.In collaboration with stakeholders coordinate and deliver the local events program to engage with their local director communities.Maintain the local events program operating budget.Help implement a relevant local events program to advocacy and engagement.Local LeadershipInfluence the staff within their State or Territory to work collaboratively as one team.Drive cultural alignment, through oversight of the employee experience, office safety, security and culture in conjunction with the State Manager.Provide state-specific insights, in collaboration with other areas of the AICD, to ensure optimisation of opportunities across the AICD.Work to resolve local issues and conflicts, in collaboration with other areas of the business.Demonstrate influence and engagement across all of AICD, assuming good intent in all interactions.Set the standard of behaviour that demonstrates the AICD values of accountability, respect, excellence and collaborationAICD Contribution Contribute to the development of the department operation plan, suggesting ideas that create solutions for the team, and in turn the organisation.Undertake or contribute to specific National and State projects or initiatives that support AICD’s strategic plan as required.Proactively contribute feedback and ideas to AICD for continuous improvement and to achieve OKRs, budgets and strategic goals.Other duties in line with competencies and skills may be required on an ad hoc or permanent basis","Assistant State Manager, Victoria and Tasmania","Essential knowledge, skills and experienceBachelor’s Degree in Marketing/Business or a similar related field.Exceptional networking, stakeholder management and relationship management skills.Knowledge of governance and governance principles including the ability to provide effective diagnosis and solutions on Board and C-Suite level governance issues.Demonstrated experience with interpreting market and sector information.Demonstrated ability to communicate, present and influence effectively with internal and external stakeholders including C-suite executives and Board directors.Exceptional verbal, written and presentation communication skills.Self-motivated and self-directed.Advanced MS Office, CRM skills with added ability to use and navigate common business systems.CompetenciesPersuading and InfluencingDelivering Results and Meeting Customer ExpectationsDeciding and Initiating ActionFormulating Strategies and ConceptsEntrepreneurial and Commercial Thinking ",2025-07-24 06:28:13+00:00,2025-09-25 05:52:49+00:00,aicd,SYD
