Job Role ID,Job Role Title,Job Role Description,Job Role Identifier,Job Role Skills and Experience,Job Role Created Date,Job Role Modified Date,CLIENT_NAME,CLIENT_REGION
27,First Nations Community Engagement Officer,"AWARD: Social, Community, Home Care and Disability Services Award (SCHADS) LEVEL: Social And Community Services Employee (SACS), Level 4 Position Purpose: The First Nations Community Partnerships Officer plays a vital role in strengthening and sustaining respectful relationships between SecondBite | FareShare and First Nations Communities. The role is grounded in listening, connection and trust building to ensure the Meals for the Mob program is culturally safe, community led and responsive to local needs. This position focuses on nurturing long term partnerships with First Nations organisations, Elders, leaders and agencies, supporting Communities to access nutritious meals in ways that respect Cultural protocols, priorities and ways of working. While there are operational and coordination elements, these are supported by the broader SecondBite | FareShare team. The primary emphasis of the role is engagement, collaboration and advocacy, ensuring Communities feel confident, included and empowered in their participation.","First Nations Community Engagement Officer | SCHADS, SACS Lvl4","KEY RESPONSIBILITIES Community Relationships and Engagement • Build and maintain strong, respectful and trusting partnerships with First Nations Communities and organisations. • Act as a trusted point of contact for Community partners, listening to needs and ensuring the program adapts to local contexts. • Work alongside Elders, Community leaders, councils and organisations to co design solutions and strengthen participation in Meals for the Mob. • Support community cook ups and other engagement activities that celebrate Culture, connection and shared outcomes. • Provide clear, supportive communication to help partner agencies understand and navigate program requirements with confidence. • Advocate for Community perspectives internally to ensure voices are heard and respected in decision making. Program Support and Coordination • Work collaboratively with internal teams to ensure meal distribution and agency support are well coordinated. • Provide feedback from Communities to internal teams to support responsive operational planning, including logistics, meal sizes and seasonal access considerations. • Support the onboarding of new agencies and maintain relationships with existing partners, with administrative and operational support provided by the wider team. • Ensure agency agreements and compliance requirements are met, with guidance and support where required. • Assist in maintaining accurate records and agency information in relevant systems, with shared responsibility across the team. Cultural Safety and Organisational Development • Contribute to building Cultural awareness and understanding across SecondBite | FareShare by sharing insights and learnings from Community partnerships. • Work alongside First Nations Officers in other states and colleagues across the organisation to support cultural safety initiatives. • Actively support the organisation’s Reconciliation Action Plan (RAP) through engagement, advocacy and lived practice. • Support a culturally safe approach to risk, safety and reputation by identifying issues early and escalating concerns appropriately. Safety, Integrity and Professional Practice • Model safety first behaviours and ensure duties are performed in line with relevant legislation, policies and procedures. • Immediately report hazards, incidents or concerns and support appropriate responses. • Maintain high standards of integrity, confidentiality and respectful conduct at all times. • Contribute to a positive, inclusive and values aligned workplace culture. Other Duties • Participate in regular supervision and team meetings to support shared learning and collaboration. • Provide timely and accurate information for reporting and organisational requirements. • Undertake other duties within the scope of the role and the employee’s skills and experience as directed. POSITION COMPETENCIES: Qualifications, Skills and Experience • Strong relationship management and Community engagement skills. • Experience working with First Nations Communities is essential, experience with remote Communities is beneficial. • Confidence in navigating sensitive issues with respect, care and integrity. • Strong verbal and written communication skills, including the ability to communicate across cultures and contexts. • Ability to work collaboratively within a multidisciplinary team environment. Personal Attributes • Genuine commitment to cultural safety, self-determination and reconciliation. • Someone who can walk alongside others, roll with change and remain strong in spirit. • High levels of integrity, confidentiality and respect. • Ability to work independently while being well supported by a team. • Culturally aware, involved and respectful of First Nations Customs and Lore.",2026-07-02 03:52:23+00:00,2026-07-02 03:52:53+00:00,secondbite,SYD
20,"Executive Officer - Vocations, Youth and Family Life","The role of Executive Officer – Vocations, Youth & Family Life is to assist young people and families to be more closely engaged with life of the Church and actively encourage young people to contemplate a calling to the priesthood and religious life as a real and fulfilling choice. Key Responsibilities Promotion, communication & engagement • A referral point for the youth of the Diocese and directing young people to the various programs and youth groups in the Diocese • Encourage and support the attendance and participation of young people in retreats, gatherings and festivals on a local, state and national level, e.g. Pentecost 2020, Ignite, Australian Catholic Youth Festival • Encourage and support youth engagement in parish activities and create opportunities for young people and families to participate fully in the mission of the Church • Assist the Bishop with the introduction of pre-marriage programs and programs for the enrichment of family life • Assist the Bishop with the promotion of vocations to the priesthood and religious life across the Diocese, • Accompany and mentor young people in their discernment of a lifetime commitment • Engage the priests and religious of the Diocese in accompanying young people in discernment of priesthood and religious life • Promote vocational material for the parishes, schools and agencies of the Diocese on Vocations with the support of others for Sunday, Good Shepherd Sunday and the Holy Spirit Seminary appeal • Create a social networking plan and communicate regularly with young people, young families and people discerning a call to the priesthood and religious life • Liaise with secondary college contacts and seek appropriate opportunities to connect with students • Liaise with leaders of youth initiatives, parish team, volunteers • Develop relationships with diocesan personnel in relation to diocesan events ensuring collaboration • Actively seek external formation opportunities for the young people of the Diocese • Work with Bishop on formation programs for young people in the Diocese • Lead the men’s ministry in the Diocese Events & Resources • Plan yearly calendars for all relevant Diocesan and external events for the young people and young families of the Diocese • Organise gatherings as requested by the Bishop for youth, vocations promotions, and the enrichment and support of married and family life • Run additional events to support the parish’s vision for youth evangelisation • Develop and coordinate youth, vocations and family life resources for parish groups Other Duties • Fulfil the role of Executive Officer to the Diocesan Vocations Taskforce • Identify and suggest any personal needs for development and training • Any other duties as requested • Be willing to travel and stay away from home regularly",JOB020,"• A thorough understanding and commitment to theological and ministerial requirements • Active participant in the Catholic Church community and/or lifestyle compatible with the values and teachings of the Church • Thorough knowledge of and commitment to the Diocesan Vision Statement and Values and Catholic Social Teachings • Well-developed interpersonal skills • Ability to assess needs, plan and help implement appropriate programs in parishes • Self-motivated and ability to work autonomously with limited supervision • Intermediate competency in the use of Microsoft office suite, Information technology and social media literacy • Proven ability working with young people • Ability to provide a clear criminal history record check and obtain a Queensland Working with Children (Blue Card) Check, if requested • Ensure ongoing disclosure of any criminal charges or allegations (current or historic), as soon as possible after such charges come to the employee’s attention and in accordance with the Personnel Screening Policy as amended from time to time. Failure to comply with this ongoing obligation to disclose may lead to disciplinary action, including dismissal • Current motor vehicle driver’s licence",2024-11-26 22:51:36+00:00,2026-03-12 22:51:42+00:00,rokcatholic,SYD
97,Kitchen Hand,"As a Kitchen Hand at Company Name, you will play a vital role in supporting the kitchen team and ensuring smooth operations within the kitchen environment. This position requires a proactive individual who is able to work efficiently under pressure while maintaining high standards of cleanliness and organisation. Your responsibilities will include: Assisting chefs with food preparation, including washing, peeling, and chopping ingredients. Maintaining cleanliness and hygiene standards across all kitchen areas, including regular cleaning of surfaces and equipment. Washing dishes, utensils, and cooking equipment to ensure they are ready for use. Sorting and storing food supplies correctly to maintain stock levels. Disposing of waste in accordance with health and safety regulations. Supporting the kitchen team during service periods by preparing items as requested. Assisting with inventory checks and reporting any shortages or discrepancies to senior staff. This role is essential for ensuring that the kitchen operates efficiently while providing a safe and clean environment for both staff and customers. Your contribution will directly impact the overall success of our culinary operations at Company Name.",KH,"Required skills Proficient in basic food preparation and cooking techniques Strong attention to detail and ability to follow instructions accurately Good organisational skills and time management abilities Ability to work effectively in a fast-paced environment Basic knowledge of food safety and hygiene standards Good communication skills, both verbal and written Required experiences Previous experience in a kitchen or food service environment is preferred Experience working as part of a team in a busy setting Familiarity with kitchen equipment and utensils A track record of maintaining cleanliness and organisation in the workplace Experience handling food products safely and efficiently",2025-08-15 00:27:43+00:00,2026-03-02 03:09:46+00:00,tomorrowspeople,SYD
21,Digital Marketing Manager,"POSITION STATEMENT The Digital Marketing Manager will report directly to the Sales and Marketing Director. This role will have a strong understanding of current marketing tools and strategies and be able to lead integrated digital marketing campaigns from concept to execution. The role includes: Developing & implementing all marketing, digital marketing and communications and media strategies & activities as described in the annual marketing plan. Managing the yearly schedule of promotional activities, conferences, sponsorships and awards. Preparing annual marketing budgets & monitoring ongoing marketing expenditure. Reporting on and driving meaningful market research. Managing and mentoring the Marketing Specialist and Digital Marketing Associate. SCOPE OF THE ROLE Freedom to Act: The position operates with a high degree of autonomy in accordance with clearly established policies and procedures.",Digital Marketing Manager,"Qualifications: Qualifications in marketing mandatory. Other qualifications in business or commerce will be highly regarded. A background in health and knowledge of the medical industry will be highly regarded. Skills: Strong organisational and time management skills. Excellent communication skills. Excellent written, verbal and presentation skills. Organisational & leadership skills Project management skills to ensure marketing and communications activities are carried out in a timely manner, to high operational standards. Engagement of key company stakeholders. Commercial and financial acumen. Ability to work to deadlines. Analytical skills to understand data and apply learnings. Excellent interpersonal and team-working skills. Good knowledge of Microsoft Office software, including Excel and SharePoint. Commitment to provide an excellent quality of work, with a high level of attention to detail. Experience: A minimum of 3 years’ experience in a marketing, digital marketing or advertising. Experience in promotional campaigns directed to key customer segments & user groups. Professional relationship building experience, particularly with suppliers and stakeholder groups. Print and video content production experience. Experience analysing marketing data and production of reports. Demonstrated ability to develop and deliver effective marketing and communications strategies and grow business across multiple digital platforms. Demonstrated ability to efficiently plan and drive all production of communications across all channels, especially digital. Experience in website development, website/CMS and use of WordPress. Experience in Google Analytics and digital marketing reporting. Knowledge: Knowledge and use of new technologies and software programs like InDesign and Photoshop; Social Media platforms; Mailchimp; Power Pages. Solid understanding of analytics platforms ( e.g intermediate to advanced Google Analytics and PowerBI ). Knowledge of creative agency and partner supplier management practices, procedures and processes.",2025-08-25 04:09:03+00:00,2026-04-20 06:17:40+00:00,therapeuticguidelines,SYD
50,Administrative Services Manager,Administrative Services Manager PD.pdf,J123,"Bachelor-degree qualified in Business or similar field, or commensurate experience in a similar role",2025-11-19 22:01:38+00:00,2026-02-12 14:10:10+00:00,qnmu,SYD
73,Product & Technical Development,"Mission: Ensure the design to reality of new product is a streamined and seamless process Core Accountabilities: Collaborate with marketing, sales & operations to develop new product ranges Communicate new product to relevant teams ensuring all departments on the same page Create true product renders for marketing of new and existing product Deliverables: Develop and trial new product. Product renders. Develop and maintain Planit code. Ensure Planit is up to date with new products to ensure seamless production of new product (defect free) Assist pre-Production team where required.",Product & Technical Development,Skills Highly developed interpersonal & communication skills. Design flair Have a great eye for detail and accuracy Be an organised and efficient person that likes to be up to date and on top of things Work well in a high performing team Experience Planit /technical drafting experience Design insights Experience on computer systems (e.g. ERP) and MS Excel,2026-06-24 01:51:08+00:00,2026-06-24 01:51:08+00:00,scottgroup,SYD
152,Direct Services Counsellor/Project Officer (Clinical Psychologist),The Counsellor/Project Officer position is designed to provide individual and group clinical assessment and treatment to traumatised clients; collaborate with communities and deliver training to other service providers. This position is located in Direct Services Teams and will be based in STARTTS Sydney Metropolitan Offices. The position will involve regular travel to other areas of Sydney,1067-CP,"ESSENTIAL REQUIREMENTS: 1. Relevant tertiary qualifications in counselling, social work, psychology, or a related field with eligibility for membership of the relevant professional association. 2. Demonstrated assessment and counselling experience in a cross-cultural context and experience in working with children, adolescents and adults in a clinical setting. 3. Demonstrated capacity providing clinical group treatment and demonstrated training skills. 4. Demonstrated understanding of the issues affecting refugees in particular resettlement issues, and the effects of torture on individuals, young people, families, and communities. 5. Proven excellent oral, written and interpersonal communication skills and proficiency in the use of Microsoft Office. 6. Ability to work independently and as part of a multidisciplinary team within a multicultural environment. 7. Knowledge of the cultures and health needs of refugee communities in Sydney Metropolitan areas and experience in community development, community liaison and advocacy. 8. Hold a current NSW Driver’s Licence. Desirable Requirements: 1. Knowledge of local communities in Sydney metropolitan areas and available services. 2. Dari/Farsi speaking counsellor",2025-10-01 00:43:13+00:00,2025-10-01 00:43:13+00:00,startts,SYD
35,Executive Assistant,"The Executive Assistant (EA) provides a high level of professional administrative support to the Chief Executive Officer (CEO) to ensure excellence in customer experience and service delivery across the organisation. The EA ensures the CEO is prepared and informed on relevant matters in a timely manner. This includes researching, preparing, and ensuring responses to telephone calls and correspondence are responded to within specific timeframes and proactively managing the CEO’s diary. In providing this support the position exercises a high degree of communication competence, initiative, discretion, and confidentiality.",EA,"1. Demonstrated capacity to support the office of a senior executive, including the ability to prioritise, interpret and analyse information, and recommend/decide on appropriate action within a senior management environment. 2. Demonstrated analytical, organisational and investigative skills, together with the ability to think critically and solve problems. 3. Proven high level interpersonal skills with the ability to interact and liaise with staff and consumers at all levels 4. The ability to handle sensitive situations with diplomacy and confidentiality. The ability to elicit and impart information in a short timeframe. 5. Highly developed administrative and information management skills, in particular the ability to use a range of software applications (including but not limited to Microsoft Office – Excel, Word, PowerPoint). 6. Ability to manage variable workloads, adaptable and flexible.",2025-03-11 23:52:27+00:00,2025-03-12 00:56:07+00:00,thedistrictnurses,SYD
13,Bookkeeper,"The Bookkeeper is responsible for maintaining accurate, up-to-date financial records and providing critical financial information to management. This role supports the financial health of the organisation by ensuring timely processing of accounts, compliance with reporting standards, and assisting with payroll and taxation obligations. The Bookkeeper works closely with the Location Manager, external accountants, and the wider team to ensure that Ability DN’s financial operations are compliant, efficient, and transparent.",ACO - Bookkeeper,"Skills & Competencies Customer service focused: committed to providing exceptional service. Communication: clear and professional written and verbal communication skills. Attention to detail: strong accuracy in financial reporting and data entry. Time management/organisation: able to meet deadlines and manage priorities effectively. Problem solving: able to identify issues and provide solutions quickly. Teamwork: collaborative and supportive, works well with colleagues. Commercial awareness: ability to apply financial knowledge in a practical way.",2025-08-27 02:01:46+00:00,2025-08-27 02:11:00+00:00,abilitydn,SYD
114,Aboriginal Allied Health Assistant Trainee,"The Trainee Aboriginal Allied Health Assistant is a development position that supports the delivery of allied health services under the close supervision of qualified allied health professionals at BRAMS, while completing a Certificate IV in Allied Health Assistance. The trainee assists with therapeutic and administrative tasks across physiotherapy, occupational therapy, speech pathology and social work, building practical skills under structured supervision throughout the traineeship. This is an Identified position, open to Aboriginal and/or Torres Strait Islander applicants only, in accordance with section 51 of the Racial Discrimination Act 1975 (Cth) and section 50(d) of the Equal Opportunity Act 1984 (WA). The role operates in accordance with BRAMS' Quality Care Framework, Person-Centred Care Framework and Cultural Safety Framework. Cultural knowledge, community connection and lived experience are central to this position and are recognised as genuine occupational qualifications.",Aboriginal Allied Health Assistant Trainee,"Skills and Experience Identification as an Aboriginal and/or Torres Strait Islander person (this is a genuine occupational requirement under section 51 of the Racial Discrimination Act 1975 (Cth) and section 50(d) of the Equal Opportunity Act 1984 (WA)) Willingness and capacity to commence and complete a Certificate IV in Allied Health Assistance traineeship Current Australian driver's licence Ability to communicate respectfully and effectively with a range of Aboriginal language and family groups in Broome and the Kimberley Knowledge of and connection to the local Aboriginal community and culture Willingness to learn, take direction from supervisors and work collaboratively as part of a team Willingness to support the delivery of clinic-based therapy programs to individuals and small groups under supervision Basic verbal and written communication skills, with a willingness to develop these further during the traineeship High level of integrity in maintaining community and organisational confidentiality Any prior experience in a healthcare, community services or administrative setting (desirable) Year 10 or equivalent education completed (preferred but not essential) Familiarity with computers and basic digital systems (desirable)",2026-05-08 01:38:32+00:00,2026-05-12 02:16:45+00:00,brams,SYD
